gene_id,s_dmso,s_drb_1,s_flavopiridol_2,s_triptolide_3
AALF002007,0,0,0,0
AALF002008,0,0,0,0
AALF002009,446,165,184,212
AALF002010,23,4,3,4
AALF002011,4,1,0,0
AALF002017,426,647,480,581
AALF002018,61,17,3,12
AALF002019,6,3,3,2
AALF002020,24,7,5,4
AALF002022,25,5,10,8
AALF002023,103,50,48,36
AALF002024,137,21,34,9
AALF002025,46,22,27,12
AALF002026,300,41,43,61
AALF002027,61,27,6,6
AALF002028,348,200,158,127
AALF002029,482,84,70,66
AALF002030,32,54,59,29
AALF002031,8,3,1,1
AALF002033,108,40,42,14
AALF002034,0,0,0,0
AALF002035,8,4,5,3
AALF002044,0,0,0,0
AALF002045,0,2,1,0
AALF002046,0,0,0,0
AALF002047,35,14,24,16
AALF002048,5,13,0,10
AALF002049,30,12,11,0
AALF002050,0,0,0,0
AALF002052,0,0,0,0
AALF002053,0,0,0,0
AALF002058,0,0,0,0
AALF002059,2,0,0,0
AALF002060,3,0,0,2
AALF002061,0,0,0,0
AALF002062,128,56,57,51
AALF002063,30,22,16,16
AALF002064,257,248,142,228
AALF002065,17,9,0,4
AALF002066,0,0,0,0
AALF002067,24,7,6,1
AALF002075,4,0,0,0
AALF002076,0,0,0,0
AALF002077,1,0,0,0
AALF002078,0,0,1,0
AALF002079,0,0,0,0
AALF002080,0,0,0,0
AALF002081,0,0,0,0
AALF002082,0,0,0,0
AALF002094,0,0,0,0
AALF002095,15,17,4,0
AALF002096,2,4,0,1
AALF002097,93,10,3,5
AALF002098,34,50,29,26
AALF002099,31,29,23,30
AALF002100,92,37,34,9
AALF002101,324,208,174,271
AALF002102,11,6,10,3
AALF002103,0,0,1,0
AALF002108,0,0,0,0
AALF002109,36,20,14,8
AALF002110,20,8,7,3
AALF002112,0,0,0,0
AALF002114,6,7,6,0
AALF002115,22,22,16,9
AALF002116,5,1,4,0
AALF002117,6,1,1,0
AALF002118,4342,3938,2938,146
AALF002119,83,31,13,23
AALF002123,0,0,0,0
AALF002124,0,0,0,1
AALF002130,82,25,15,11
AALF002131,28,29,14,4
AALF002133,12,7,7,6
AALF002134,0,0,0,0
AALF002135,0,0,0,0
AALF002143,388,203,104,110
AALF002144,17,19,12,11
AALF002145,0,0,0,0
AALF002146,0,0,0,0
AALF002147,0,0,0,0
AALF002148,0,0,0,0
AALF002149,0,0,0,0
AALF002150,0,0,0,0
AALF002152,4,0,2,6
AALF002154,21,5,0,6
AALF002155,2,2,0,0
AALF002156,102,48,23,32
AALF002157,4,3,0,0
AALF002158,154,122,73,133
AALF002159,27,16,16,9
AALF002160,347,351,205,167
AALF002161,0,0,0,0
AALF002162,8,11,3,18
AALF002163,1,1,0,0
AALF002164,0,0,0,0
AALF002165,4,4,1,4
AALF002166,51,56,51,94
AALF002167,0,0,0,0
AALF002168,21,15,19,21
AALF002169,44,31,18,32
AALF002173,8,6,5,4
AALF002176,1188,1477,1087,1480
AALF002178,0,0,0,0
AALF002180,0,0,0,0
AALF002181,2,0,2,1
AALF002182,2,0,4,0
AALF002183,0,0,0,0
AALF002184,0,0,0,1
AALF002185,0,1,0,0
AALF002186,0,0,0,0
AALF002187,0,0,0,0
AALF002192,0,0,0,0
AALF002194,0,0,0,1
AALF002195,1032,819,509,734
AALF002198,0,0,0,0
AALF002199,0,0,0,1
AALF002201,0,0,2,3
AALF002202,6,9,5,3
AALF002206,1,0,0,0
AALF002207,0,0,0,0
AALF002208,3,2,0,4
AALF002212,0,0,0,2
AALF002213,0,3,2,0
AALF002219,2078,2262,1572,2120
AALF002220,0,2,0,0
AALF002221,76,23,9,4
AALF002222,206,68,42,79
AALF002223,104,59,46,50
AALF002228,48,23,20,40
AALF002230,485,732,539,777
AALF002231,0,0,0,0
AALF002232,1,2,0,1
AALF002233,41,14,16,14
AALF002234,0,4,2,1
AALF002235,523,836,512,763
AALF002243,3,0,0,0
AALF002244,56,28,12,18
AALF002246,0,0,0,0
AALF002248,0,0,0,0
AALF002250,20,3,2,4
AALF002251,0,0,0,1
AALF002252,17,11,7,7
AALF002253,0,0,0,0
AALF002257,5,0,0,1
AALF002258,746,383,281,303
AALF002259,0,0,0,0
AALF002262,0,0,0,0
AALF002263,0,0,0,0
AALF002265,0,0,0,0
AALF002266,0,0,0,0
AALF002267,2,0,0,0
AALF002268,0,0,0,0
AALF002270,6,5,3,1
AALF002271,0,0,0,0
AALF002273,0,0,0,0
AALF002274,53,25,29,9
AALF002279,0,0,0,1
AALF002280,0,0,0,0
AALF002282,170,104,62,65
AALF002283,795,681,473,525
AALF002286,0,0,0,0
AALF002287,0,0,0,0
AALF002288,1,0,0,0
AALF002289,198,56,75,53
AALF002290,0,0,0,0
AALF002291,0,0,0,0
AALF002292,0,0,0,0
AALF002293,0,0,0,0
AALF002295,2,2,1,0
AALF002296,0,0,0,0
AALF002299,13,16,12,19
AALF002300,7,8,5,3
AALF002301,0,0,0,0
AALF002302,0,0,0,0
AALF002303,0,0,0,0
AALF002304,0,0,0,0
AALF002305,246,243,216,204
AALF002306,755,900,612,747
AALF002307,295,269,166,250
AALF002308,155,119,69,84
AALF002309,52,28,21,37
AALF002310,87,99,66,65
AALF002311,180,184,161,202
AALF002313,1,0,0,0
AALF002314,0,0,0,0
AALF002316,0,0,0,3
AALF002317,132,97,46,60
AALF002318,263,99,66,119
AALF002319,1,0,0,0
AALF002334,0,0,0,0
AALF002335,432,148,174,296
AALF002336,19,0,12,0
AALF002337,7,7,0,1
AALF002338,144,72,76,127
AALF002341,0,0,0,0
AALF002345,6021,7311,4811,6064
AALF002347,550,445,267,407
AALF002348,0,0,0,0
AALF002349,60,122,78,113
AALF002350,39,24,37,42
AALF002351,1,2,4,8
AALF002358,0,0,0,0
AALF002360,0,0,0,0
AALF002361,319,238,172,207
AALF002370,65,102,75,154
AALF002371,6,3,2,7
AALF002372,4,4,2,1
AALF002373,34,12,2,5
AALF002374,187,182,150,144
AALF002375,748,1038,803,875
AALF002378,189,178,106,155
AALF002381,0,0,0,0
AALF002382,3,1,2,0
AALF002383,0,0,0,0
AALF002384,0,0,0,0
AALF002385,0,0,2,0
AALF002386,0,0,0,0
AALF002387,0,0,0,0
AALF002390,1,1,0,0
AALF002393,0,0,0,0
AALF002394,0,0,0,0
AALF002395,1816,2228,1559,1969
AALF002396,0,0,0,0
AALF002400,0,0,0,0
AALF002404,11,11,8,1
AALF002410,0,0,0,0
AALF002411,188,339,285,290
AALF002413,109,34,36,32
AALF002414,0,0,0,1
AALF002417,0,0,0,0
AALF002418,3,10,7,6
AALF002419,0,0,1,1
AALF002420,0,0,0,0
AALF002421,0,0,0,0
AALF002422,0,0,0,0
AALF002424,0,0,0,0
AALF002426,0,0,0,0
AALF002432,58,15,8,3
AALF002435,178,112,42,76
AALF002436,1319,104,60,66
AALF002438,245,94,80,85
AALF002439,7,1,0,3
AALF002440,95,20,27,5
AALF002441,0,0,0,0
AALF002442,5,25,3,19
AALF002443,4,4,1,0
AALF002444,17,0,4,2
AALF002445,1,0,0,0
AALF002446,1361,355,310,295
AALF002447,49,12,17,3
AALF002448,1,2,0,0
AALF002449,137,9,10,17
AALF002458,0,1,1,0
AALF002459,78,62,33,36
AALF002461,14,14,6,8
AALF002462,66,35,26,42
AALF002463,22,15,6,8
AALF002464,85,36,32,16
AALF002465,1631,2045,1325,1671
AALF002466,2962,3405,2546,3164
AALF002467,149,65,34,30
AALF002468,9,0,0,0
AALF002469,98,18,16,13
AALF002470,501,158,116,161
AALF002478,110,68,40,13
AALF002480,136,165,124,182
AALF002481,0,0,0,0
AALF002482,0,0,0,0
AALF002483,2,12,3,11
AALF002485,0,0,0,0
AALF002486,1,1,0,0
AALF002492,64,87,67,90
AALF002493,1,0,0,0
AALF002495,0,0,0,0
AALF002500,2,11,7,8
AALF002501,0,0,0,2
AALF002502,0,0,0,1
AALF002506,16,8,9,4
AALF002507,274,243,151,104
AALF002508,63,71,26,48
AALF002509,99,38,39,21
AALF002510,20,4,2,3
AALF002513,3,3,3,4
AALF002514,12,3,8,8
AALF002515,162,69,39,67
AALF002516,14,2,0,0
AALF002517,104,42,20,7
AALF002518,0,0,0,0
AALF002519,0,0,0,0
AALF002520,13,12,7,8
AALF002522,0,0,0,0
AALF002523,0,0,0,0
AALF002524,0,0,0,0
AALF002525,0,0,0,0
AALF002526,0,0,0,0
AALF002528,0,0,0,0
AALF002533,31,1,0,0
AALF002534,2901,2091,1366,1864
AALF002541,363,241,207,133
AALF002542,106,109,93,89
AALF002546,1,0,0,0
AALF002547,1,0,0,0
AALF002548,1,0,0,1
AALF002549,23,12,11,9
AALF002550,24,13,3,0
AALF002551,9,5,3,2
AALF002552,0,0,0,0
AALF002553,255,166,148,136
AALF002555,531,676,509,522
AALF002556,0,0,0,0
AALF002557,0,0,1,1
AALF002558,2,1,2,3
AALF002559,0,0,0,0
AALF002560,0,0,0,0
AALF002564,1601,2198,1487,2104
AALF002565,0,0,0,0
AALF002566,319,320,209,230
AALF002567,3,5,0,0
AALF002568,19,8,5,9
AALF002569,4,5,6,4
AALF002570,47,14,10,8
AALF002576,19,21,13,7
AALF002577,0,0,0,0
AALF002578,0,0,0,2
AALF002580,0,0,0,0
AALF002581,0,0,0,0
AALF002583,51,71,42,46
AALF002584,58,20,16,5
AALF002587,0,0,0,0
AALF002589,8,0,1,0
AALF002590,78,37,31,39
AALF002591,0,0,0,0
AALF002594,1,0,0,0
AALF002595,0,0,0,0
AALF002596,0,0,0,0
AALF002597,1,0,0,0
AALF002598,0,0,0,0
AALF002599,4,12,9,11
AALF002600,0,0,0,0
AALF002601,126,57,45,45
AALF002602,0,0,0,0
AALF002605,37,35,27,26
AALF002610,3,8,0,0
AALF002611,73,40,17,25
AALF002612,100,145,74,103
AALF002613,908,697,521,675
AALF002614,2,1,2,0
AALF002615,0,0,1,0
AALF002616,0,0,0,0
AALF002617,0,0,0,0
AALF002618,83,62,43,48
AALF002619,60,56,49,44
AALF002620,10,16,9,13
AALF002621,0,0,0,0
AALF002622,6,5,6,7
AALF002624,0,0,0,0
AALF002625,0,0,0,0
AALF002626,212,350,227,273
AALF002627,25,48,43,36
AALF002628,0,0,0,0
AALF002630,0,0,0,0
AALF002631,52,26,18,14
AALF002632,136,150,119,122
AALF002633,0,0,0,0
AALF002634,0,0,0,0
AALF002635,23,9,2,4
AALF002636,162,144,89,170
AALF002637,0,1,0,2
AALF002638,181,41,21,10
AALF002639,3,6,0,4
AALF002640,29,33,12,25
AALF002641,0,0,0,0
AALF002642,11,8,4,6
AALF002643,582,504,415,481
AALF002644,7460,7601,6425,8577
AALF002645,1248,1139,758,1178
AALF002646,185,78,48,84
AALF002647,0,0,0,0
AALF002648,0,0,0,0
AALF002649,0,0,0,1
AALF002651,429,321,189,186
AALF002652,0,0,0,0
AALF002654,18,45,20,44
AALF002655,0,0,0,0
AALF002656,13,14,16,14
AALF002658,0,0,0,0
AALF002670,0,0,0,0
AALF002671,34,7,1,3
AALF002672,12,10,7,8
AALF002683,4,14,3,8
AALF002684,74,29,27,45
AALF002685,0,0,0,0
AALF002686,15,4,9,7
AALF002689,0,0,0,1
AALF002690,7,0,2,6
AALF002691,0,0,0,0
AALF002692,0,0,0,0
AALF002693,0,0,0,0
AALF002694,0,0,0,2
AALF002695,0,0,0,0
AALF002697,0,0,0,0
AALF002700,0,0,0,0
AALF002701,0,0,0,0
AALF002704,1,0,1,0
AALF002705,1,0,1,0
AALF002708,95,67,44,52
AALF002709,152,74,39,16
AALF002710,242,117,96,88
AALF002711,100,19,4,1
AALF002712,0,0,0,0
AALF002713,213,87,51,33
AALF002714,833,666,561,525
AALF002722,0,0,0,0
AALF002723,8,1,3,3
AALF002724,19,16,20,19
AALF002728,83,8,15,4
AALF002729,125,7,9,0
AALF002730,1,0,0,0
AALF002731,201,90,81,119
AALF002732,76,26,20,32
AALF002733,328,178,102,124
AALF002734,235,65,51,90
AALF002735,63,23,9,25
AALF002739,1,0,0,0
AALF002742,57,15,11,12
AALF002743,4,7,4,2
AALF002744,15,19,9,2
AALF002745,33,22,17,26
AALF002747,0,0,0,0
AALF002748,0,0,1,0
AALF002749,0,0,0,0
AALF002750,0,0,0,0
AALF002751,0,0,0,0
AALF002752,15,4,3,3
AALF002754,9,6,10,3
AALF002755,24,2,6,0
AALF002756,0,0,0,0
AALF002757,27,5,1,2
AALF002758,1,0,2,0
AALF002759,250,48,22,30
AALF002761,20,8,5,8
AALF002762,21,1,2,2
AALF002763,0,0,0,0
AALF002765,0,0,0,0
AALF002766,27,26,19,18
AALF002772,0,0,0,0
AALF002773,0,0,0,0
AALF002774,0,0,0,0
AALF002775,0,0,0,0
AALF002776,10,2,11,6
AALF002777,11,9,1,10
AALF002778,32,26,31,23
AALF002779,14,4,7,5
AALF002780,139,61,45,20
AALF002781,0,0,0,0
AALF002782,0,0,0,0
AALF002784,0,0,0,0
AALF002785,49,11,4,1
AALF002787,0,0,0,0
AALF002789,0,0,0,0
AALF002790,531,630,431,552
AALF002791,62,28,23,24
AALF002792,10,20,8,11
AALF002793,42,31,28,38
AALF002794,7,8,3,11
AALF002804,36,6,6,13
AALF002809,8,0,0,0
AALF002817,2,1,1,0
AALF002821,1,0,0,0
AALF002826,0,0,0,2
AALF002830,14,49,15,7
AALF002831,27,118,74,23
AALF002832,170,66,39,48
AALF002835,0,0,0,0
AALF002836,84,71,39,68
AALF002837,0,0,0,0
AALF002838,58,48,7,20
AALF002839,0,0,0,0
AALF002841,0,0,0,0
AALF002845,39,49,29,36
AALF002846,118,80,44,75
AALF002847,4,2,3,1
AALF002848,38,27,16,25
AALF002849,327,349,237,296
AALF002850,3,0,1,0
AALF002851,15,28,25,24
AALF002854,104,127,77,92
AALF002855,263,142,91,105
AALF002857,0,1,1,0
AALF002858,5,3,3,0
AALF002859,5,1,1,3
AALF002860,137,197,157,246
AALF002861,129,113,75,120
AALF002862,1115,216,172,158
AALF002864,0,2,0,0
AALF002866,100,104,106,94
AALF002877,3,2,1,4
AALF002878,0,0,0,0
AALF002880,0,0,0,0
AALF002881,15,9,11,2
AALF002886,0,0,0,0
AALF002889,111,58,42,13
AALF002890,422,208,177,185
AALF002891,43,13,3,1
AALF002892,5,2,0,2
AALF002893,0,0,0,0
AALF002894,0,0,0,0
AALF002897,64,75,54,63
AALF002898,0,0,0,0
AALF002899,0,0,0,0
AALF002903,185,69,61,25
AALF002908,0,0,0,0
AALF002909,0,0,0,0
AALF002911,302,379,292,330
AALF002916,55,57,33,37
AALF002917,113,29,7,10
AALF002918,226,240,157,202
AALF002919,99,15,16,10
AALF002920,0,0,0,0
AALF002924,0,0,1,0
AALF002934,98,38,50,39
AALF002935,76,48,37,50
AALF002936,102,50,31,62
AALF002937,172,95,52,25
AALF002938,70,68,36,58
AALF002939,0,0,0,0
AALF002941,222,91,55,23
AALF002942,72,50,33,10
AALF002945,2485,3390,2224,2939
AALF002946,75,10,16,6
AALF002947,948,915,635,922
AALF002948,0,0,0,0
AALF002949,0,0,0,0
AALF002953,8,8,4,4
AALF002955,0,0,0,0
AALF002957,94,40,31,20
AALF002959,13,15,8,11
AALF002961,0,0,0,0
AALF002968,286,169,112,122
AALF002969,133,97,66,73
AALF002971,96,108,52,9
AALF002972,36,39,64,73
AALF002973,1,0,0,1
AALF002974,19,23,8,4
AALF002975,0,0,0,0
AALF002976,0,0,0,1
AALF002977,13,3,1,2
AALF002981,1,3,0,0
AALF002986,84,4,0,3
AALF002987,100,30,13,14
AALF002988,0,0,0,0
AALF002989,0,1,1,0
AALF002991,106,9,16,15
AALF002992,329,374,241,309
AALF002993,0,0,0,0
AALF002994,80,16,5,26
AALF002997,2,0,0,0
AALF002998,43,4,6,2
AALF002999,3,2,2,3
AALF003000,0,0,0,0
AALF003001,168,168,124,145
AALF003002,25,5,8,0
AALF003003,280,258,163,229
AALF003004,927,747,527,793
AALF003005,0,0,0,0
AALF003006,265,53,53,76
AALF003007,8,1,0,1
AALF003008,115,71,51,68
AALF003009,264,80,51,25
AALF003010,80,37,37,16
AALF003011,0,0,0,0
AALF003012,5,3,1,3
AALF003013,0,0,0,0
AALF003015,0,0,0,0
AALF003016,0,0,0,0
AALF003025,11,0,0,0
AALF003026,67,22,27,2
AALF003029,0,0,0,0
AALF003031,103,70,47,65
AALF003032,53,12,2,11
AALF003035,0,0,0,0
AALF003036,41,62,52,54
AALF003037,27,12,5,5
AALF003038,7,12,1,4
AALF003039,337,118,87,106
AALF003040,2,1,3,0
AALF003041,1,0,0,0
AALF003042,0,0,0,0
AALF003043,0,0,0,0
AALF003052,39,6,4,4
AALF003054,0,0,0,0
AALF003058,29,0,3,3
AALF003059,89,121,90,96
AALF003060,55,23,16,8
AALF003061,64,37,25,44
AALF003062,273,135,100,133
AALF003065,0,0,0,0
AALF003066,0,0,0,0
AALF003073,0,1,0,1
AALF003074,0,0,0,0
AALF003075,0,0,0,0
AALF003076,198,29,27,30
AALF003077,104,82,60,33
AALF003078,151,110,59,83
AALF003081,0,0,0,0
AALF003084,0,0,0,0
AALF003087,2,20,12,25
AALF003088,5,0,0,0
AALF003089,0,0,0,0
AALF003091,127,99,126,92
AALF003092,247,124,61,107
AALF003097,0,1,0,0
AALF003099,115,123,90,101
AALF003100,40,31,22,18
AALF003101,2,0,1,0
AALF003102,0,0,0,0
AALF003103,155,91,62,78
AALF003104,211,203,149,162
AALF003105,139,177,135,162
AALF003107,0,0,0,0
AALF003108,0,0,0,0
AALF003109,0,0,0,0
AALF003110,11,2,2,6
AALF003116,0,0,0,0
AALF003119,286,168,66,108
AALF003120,2,0,2,2
AALF003123,15,1,1,2
AALF003124,37,4,7,8
AALF003125,0,0,0,0
AALF003126,0,0,0,0
AALF003127,0,0,2,0
AALF003128,38,1,0,0
AALF003129,66,11,20,11
AALF003130,0,0,0,0
AALF003132,0,0,0,0
AALF003133,0,0,0,0
AALF003134,0,0,0,0
AALF003135,0,0,0,0
AALF003136,0,0,0,0
AALF003137,0,0,0,0
AALF003144,0,0,0,0
AALF003151,45,45,33,42
AALF003152,15263,10315,8966,12158
AALF003153,145,19,22,12
AALF003156,5,2,5,0
AALF003157,0,1,0,0
AALF003159,2,1,1,0
AALF003160,0,0,0,0
AALF003161,0,0,0,0
AALF003170,261,129,119,117
AALF003171,635,391,383,403
AALF003172,261,217,78,84
AALF003173,186,199,158,200
AALF003175,11,15,7,1
AALF003177,118,45,25,23
AALF003178,0,1,0,0
AALF003179,1,0,2,1
AALF003184,0,0,0,0
AALF003186,0,0,0,0
AALF003187,16,25,13,14
AALF003188,6,7,5,1
AALF003189,0,0,0,0
AALF003190,86,111,68,102
AALF003191,23,12,0,20
AALF003192,578,560,402,557
AALF003193,13,3,0,2
AALF003194,356,408,258,377
AALF003195,307,162,146,164
AALF003196,25,4,2,10
AALF003197,33,3,5,4
AALF003198,17,7,4,1
AALF003199,1,0,0,0
AALF003200,75,23,15,12
AALF003201,247,230,152,196
AALF003202,34,21,14,9
AALF003203,0,0,0,0
AALF003204,0,0,0,0
AALF003205,10,3,0,3
AALF003208,32,7,12,9
AALF003209,0,0,0,0
AALF003210,674,648,433,464
AALF003213,127,109,77,12
AALF003214,4,12,4,2
AALF003215,411,150,118,96
AALF003220,386,316,185,253
AALF003232,282,94,82,87
AALF003233,5,2,1,4
AALF003234,38,2,4,0
AALF003235,222,27,45,70
AALF003236,205,120,79,12
AALF003238,66,116,188,137
AALF003243,1,0,1,0
AALF003244,6,3,1,1
AALF003245,2,3,0,0
AALF003247,0,0,2,0
AALF003252,0,0,0,0
AALF003255,0,0,0,0
AALF003256,0,0,0,0
AALF003257,0,1,0,0
AALF003258,0,0,0,0
AALF003260,0,0,0,0
AALF003261,0,0,0,0
AALF003262,0,1,0,2
AALF003266,15,17,11,17
AALF003281,0,0,0,0
AALF003282,60,11,24,10
AALF003283,0,0,0,0
AALF003288,0,0,0,0
AALF003289,0,0,0,0
AALF003291,97,17,21,5
AALF003292,0,0,0,0
AALF003293,2,5,2,9
AALF003297,44,41,28,30
AALF003298,132,37,26,41
AALF003299,8,5,5,21
AALF003300,5,1,0,1
AALF003301,0,0,0,0
AALF003305,0,0,0,0
AALF003306,232,72,37,23
AALF003307,0,0,0,0
AALF003308,221,92,41,37
AALF003309,0,0,0,0
AALF003313,4,0,1,0
AALF003314,58,34,15,2
AALF003318,1,4,3,4
AALF003321,0,0,0,0
AALF003322,90,29,36,16
AALF003324,0,0,0,0
AALF003325,0,0,0,0
AALF003326,59,58,29,62
AALF003330,152,140,82,112
AALF003337,1,2,0,0
AALF003339,66,37,10,31
AALF003344,0,0,0,0
AALF003345,26,7,10,1
AALF003348,277,23,12,14
AALF003349,4,2,0,0
AALF003350,664,408,243,400
AALF003351,0,0,1,0
AALF003352,3589,674,405,138
AALF003353,151,55,11,20
AALF003354,0,0,0,0
AALF003355,161,244,174,240
AALF003356,0,0,0,0
AALF003357,0,0,0,0
AALF003360,0,0,0,0
AALF003361,0,0,0,0
AALF003364,0,0,0,0
AALF003365,0,0,0,0
AALF003366,0,0,0,0
AALF003367,150,52,42,27
AALF003368,348,223,209,230
AALF003371,0,0,0,0
AALF003372,0,0,0,0
AALF003373,0,0,0,0
AALF003374,3,1,0,2
AALF003375,1,6,0,0
AALF003376,0,0,1,0
AALF003377,1801,445,257,331
AALF003381,0,0,0,1
AALF003385,76,8,11,5
AALF003386,32,15,14,9
AALF003387,248,369,210,338
AALF003388,86,102,64,67
AALF003389,0,0,0,0
AALF003390,39,6,5,2
AALF003391,14,2,0,0
AALF003392,0,0,0,0
AALF003401,12,2,0,5
AALF003402,90,4,14,1
AALF003404,0,0,0,0
AALF003405,0,0,0,0
AALF003407,19,8,11,10
AALF003408,41,41,28,25
AALF003409,50,20,14,8
AALF003410,746,953,718,872
AALF003411,13,5,4,8
AALF003412,0,0,2,3
AALF003414,0,0,0,0
AALF003415,22,17,13,3
AALF003416,445,1009,428,184
AALF003417,5,7,4,0
AALF003418,0,1,0,0
AALF003427,0,0,0,0
AALF003428,8,7,3,4
AALF003432,10,19,8,21
AALF003433,10,25,17,17
AALF003439,0,0,0,0
AALF003441,61,88,68,68
AALF003442,0,0,0,0
AALF003443,0,0,0,0
AALF003444,14,31,14,21
AALF003445,0,0,0,0
AALF003446,0,0,0,1
AALF003447,143,222,179,252
AALF003448,1036,413,271,436
AALF003449,79,49,29,22
AALF003451,41,28,21,2
AALF003452,0,0,0,0
AALF003453,0,0,0,0
AALF003454,0,0,0,0
AALF003455,0,0,0,0
AALF003456,0,0,0,0
AALF003457,0,0,0,0
AALF003458,0,3,3,0
AALF003459,52,275,318,10
AALF003460,1,0,0,0
AALF003461,0,1,0,0
AALF003462,11,11,4,1
AALF003463,21,2,2,6
AALF003464,0,0,0,1
AALF003467,8,5,8,3
AALF003471,5514,8378,5914,7559
AALF003472,10,6,4,7
AALF003473,0,0,0,0
AALF003474,4,3,0,0
AALF003475,90,41,25,39
AALF003476,55,30,12,0
AALF003477,71,27,15,28
AALF003478,179,127,81,32
AALF003479,30,9,10,2
AALF003480,1560,444,364,341
AALF003493,0,0,0,0
AALF003494,0,0,0,0
AALF003500,1757,1563,1099,1304
AALF003501,2157,2903,2063,2512
AALF003502,294,228,161,240
AALF003503,0,0,0,0
AALF003504,0,0,0,0
AALF003506,0,0,0,0
AALF003508,0,0,0,0
AALF003514,0,0,0,0
AALF003518,69,22,28,14
AALF003519,3,0,0,0
AALF003529,68,17,7,4
AALF003530,782,236,170,213
AALF003531,237,30,29,35
AALF003532,110,13,35,1
AALF003533,673,1124,749,943
AALF003534,335,448,294,365
AALF003535,8,1,5,0
AALF003536,7,13,4,4
AALF003537,63,54,51,69
AALF003538,0,0,0,0
AALF003540,65,23,9,10
AALF003541,129,49,45,6
AALF003542,56,33,17,30
AALF003543,95,36,15,9
AALF003544,587,225,170,209
AALF003545,78,67,48,63
AALF003546,0,0,0,0
AALF003549,0,0,0,0
AALF003550,0,0,0,0
AALF003551,1,0,0,0
AALF003552,0,1,0,0
AALF003555,0,0,0,0
AALF003556,0,0,0,2
AALF003557,23,25,9,13
AALF003561,0,1,0,0
AALF003562,1,0,0,0
AALF003563,4,0,1,1
AALF003564,1,0,0,0
AALF003565,0,0,0,0
AALF003566,12,4,2,2
AALF003567,13,49,31,59
AALF003568,0,0,0,0
AALF003569,5,1,1,1
AALF003570,0,0,0,0
AALF003572,0,0,0,0
AALF003575,0,0,0,0
AALF003577,29,11,16,17
AALF003578,20,4,1,0
AALF003582,7,23,3,6
AALF003583,241,231,172,234
AALF003584,11,4,1,6
AALF003585,7,6,0,12
AALF003586,0,0,0,0
AALF003587,58,93,74,85
AALF003588,21,19,1,15
AALF003589,100,40,17,22
AALF003590,53,25,15,10
AALF003591,22,27,15,14
AALF003594,0,0,1,0
AALF003595,0,0,0,0
AALF003601,0,0,0,0
AALF003602,16,20,7,25
AALF003603,54,16,26,5
AALF003604,0,0,0,0
AALF003605,3171,3944,2684,3702
AALF003606,8,14,4,0
AALF003607,0,1,2,0
AALF003608,0,1,5,1
AALF003609,1,0,0,0
AALF003610,0,1,2,1
AALF003618,266,505,581,342
AALF003619,0,0,0,4
AALF003620,0,0,0,0
AALF003622,102,315,298,324
AALF003623,2044,1174,733,1053
AALF003624,0,0,0,0
AALF003627,58,32,66,48
AALF003628,0,0,0,0
AALF003630,79,17,12,19
AALF003634,132,71,49,40
AALF003635,0,0,0,0
AALF003636,0,0,0,0
AALF003637,0,0,0,0
AALF003638,7,7,3,8
AALF003639,0,0,0,0
AALF003641,0,0,1,3
AALF003642,224,274,152,201
AALF003643,150,61,75,74
AALF003644,0,0,0,0
AALF003651,0,0,0,0
AALF003652,51,24,17,11
AALF003659,72,52,30,22
AALF003665,5,6,10,4
AALF003666,2559,1125,869,890
AALF003667,0,1,0,1
AALF003669,0,0,0,0
AALF003670,0,0,0,0
AALF003671,0,0,0,0
AALF003675,0,0,0,0
AALF003676,34,17,27,30
AALF003677,0,0,0,0
AALF003678,14,0,3,0
AALF003679,0,0,0,0
AALF003684,458,239,170,208
AALF003685,0,0,0,0
AALF003686,1693,1852,1366,1639
AALF003688,0,0,0,0
AALF003689,0,0,0,0
AALF003690,0,0,0,0
AALF003693,389,222,213,332
AALF003694,0,0,0,0
AALF003695,0,0,0,0
AALF003696,40,22,31,22
AALF003697,545,631,419,494
AALF003698,79,18,16,7
AALF003699,14,3,4,6
AALF003700,23,7,5,4
AALF003701,236,90,62,92
AALF003702,692,698,455,687
AALF003703,37,66,40,37
AALF003706,8,2,2,3
AALF003707,0,0,0,0
AALF003708,11,13,3,11
AALF003712,53,15,12,26
AALF003713,169,92,52,85
AALF003714,43,7,1,5
AALF003715,19,3,0,2
AALF003716,11,3,4,4
AALF003717,6,4,0,0
AALF003718,6,0,2,0
AALF003720,138,113,109,51
AALF003722,0,0,0,0
AALF003724,0,0,0,0
AALF003725,102,33,20,36
AALF003726,20,7,6,10
AALF003727,7,0,0,0
AALF003728,0,0,0,1
AALF003729,0,0,0,0
AALF003732,0,0,0,0
AALF003737,0,0,1,0
AALF003739,34,61,52,71
AALF003742,0,0,0,0
AALF003746,0,4,3,3
AALF003747,169,19,35,34
AALF003748,233,354,234,307
AALF003749,33,18,12,0
AALF003755,251,245,174,222
AALF003756,0,0,0,0
AALF003757,11,1,1,0
AALF003758,10,15,9,13
AALF003759,67,75,52,72
AALF003760,45,25,27,36
AALF003761,75,31,15,19
AALF003762,0,0,0,0
AALF003766,0,0,0,0
AALF003767,271,180,120,94
AALF003768,0,0,0,0
AALF003774,1,0,1,1
AALF003777,0,0,1,0
AALF003779,64,37,4,5
AALF003780,65,26,14,7
AALF003781,0,0,0,0
AALF003791,6,2,1,2
AALF003792,60,65,32,32
AALF003793,2,0,0,0
AALF003794,107,28,25,28
