virus	host	realm
Lizard adenovirus 2	vertebrates	Varidnaviria
Lumpy skin disease virus NI-2490	vertebrates	Varidnaviria
Lymphocystis disease virus 1	vertebrates	Varidnaviria
Lymphocystis disease virus 4	vertebrates	Varidnaviria
Lymphocystis disease virus Sa	vertebrates	Varidnaviria
Marseillevirus marseillevirus	protozoa	Varidnaviria
Maverick-related virus strain Spezl	protozoa	Varidnaviria
Megavirus chiliensis	protozoa	Varidnaviria
Megavirus lba	protozoa	Varidnaviria
Melanoplus sanguinipes entomopoxvirus	invertebrates	Varidnaviria
Melbournevirus	protozoa	Varidnaviria
Micromonas pusilla virus 12T	eukaryotic algae	Varidnaviria
Micromonas pusilla virus SP1	eukaryotic algae	Varidnaviria
Mimivirus terra2	protozoa	Varidnaviria
Molluscum contagiosum virus subtype 1	human:vertebrates	Varidnaviria
Monkeypox virus	human:vertebrates	Varidnaviria
Monkeypox virus Zaire-96-I-16	human:vertebrates	Varidnaviria
Murine adenovirus 2	vertebrates	Varidnaviria
Murine adenovirus 3	vertebrates	Varidnaviria
Murine mastadenovirus A	vertebrates	Varidnaviria
Murmansk poxvirus	vertebrates	Varidnaviria
Mythimna separata entomopoxvirus 'L'	invertebrates	Varidnaviria
Myxoma virus	vertebrates	Varidnaviria
NY_014 poxvirus	human	Varidnaviria
Natrinema virus SNJ1	archaea	Varidnaviria
Nile crocodilepox virus	vertebrates	Varidnaviria
Noumeavirus	protozoa	Varidnaviria
Odocoileus adenovirus 1	vertebrates	Varidnaviria
Only Syngen Nebraska virus 5	eukaryotic algae	Varidnaviria
Orf virus	human:vertebrates	Varidnaviria
Orthopoxvirus Abatino	vertebrates	Varidnaviria
Ostreococcus lucimarinus virus 1	eukaryotic algae	Varidnaviria
Ostreococcus lucimarinus virus 2	eukaryotic algae	Varidnaviria
Ostreococcus lucimarinus virus 7	eukaryotic algae	Varidnaviria
Ostreococcus lucimarinus virus OlV5	eukaryotic algae	Varidnaviria
Ostreococcus mediterraneus virus 1	eukaryotic algae	Varidnaviria
Ostreococcus tauri virus 2	eukaryotic algae	Varidnaviria
Ostreococcus tauri virus OtV5	eukaryotic algae	Varidnaviria
Ovine adenovirus 7	vertebrates	Varidnaviria
Ovine adenovirus 8	vertebrates	Varidnaviria
Paramecium bursaria Chlorella virus 1	eukaryotic algae	Varidnaviria
Paramecium bursaria Chlorella virus CVA-1	eukaryotic algae	Varidnaviria
Paramecium bursaria Chlorella virus FR483	eukaryotic algae	Varidnaviria
Paramecium bursaria Chlorella virus IL3A	eukaryotic algae	Varidnaviria
Parapoxvirus red deer/HL953	vertebrates	Varidnaviria
Penguinpox virus	vertebrates	Varidnaviria
Phaeocystis globosa virus	eukaryotic algae	Varidnaviria
Pigeon adenovirus 1	vertebrates	Varidnaviria
Pigeon adenovirus 2	vertebrates	Varidnaviria
Pigeonpox virus	vertebrates	Varidnaviria
Polar bear mastadenovirus 1	vertebrates	Varidnaviria
Porcine adenovirus 4	vertebrates	Varidnaviria
Porcine adenovirus 5	vertebrates	Varidnaviria
Pseudoalteromonas phage Cr39582	bacteria	Varidnaviria
Pseudoalteromonas phage PM2	bacteria	Varidnaviria
Pseudocowpox virus	human:vertebrates	Varidnaviria
Psittacine adenovirus 1	vertebrates	Varidnaviria
Psittacine adenovirus 3	vertebrates	Varidnaviria
Psittacine aviadenovirus B	vertebrates	Varidnaviria
Pteropox virus	vertebrates	Varidnaviria
Quailpox virus	vertebrates	Varidnaviria
Rabbit fibroma virus	vertebrates	Varidnaviria
Raccoonpox virus	vertebrates	Varidnaviria
Raptor adenovirus 1	vertebrates	Varidnaviria
Rhesus adenovirus 51	human:vertebrates	Varidnaviria
Rhesus adenovirus 52	human:vertebrates	Varidnaviria
Rhesus adenovirus 53	human:vertebrates	Varidnaviria
Simian adenovirus 1	human:vertebrates	Varidnaviria
Simian adenovirus 11	human:vertebrates	Varidnaviria
Rhodococcus phage Toil	bacteria	Varidnaviria
Salmon gill poxvirus	vertebrates	Varidnaviria
Santee-Cooper ranavirus	vertebrates	Varidnaviria
Scale drop disease virus	vertebrates	Varidnaviria
Sea otter poxvirus	vertebrates	Varidnaviria
Seal parapoxvirus	vertebrates	Varidnaviria
Sheeppox virus	vertebrates	Varidnaviria
Short-finned eel ranavirus	vertebrates	Varidnaviria
Shrimp hemocyte iridescent virus	invertebrates	Varidnaviria
Simian adenovirus 13	vertebrates	Varidnaviria
Simian adenovirus 16	vertebrates	Varidnaviria
Simian adenovirus 18	vertebrates	Varidnaviria
Simian adenovirus 19	vertebrates	Varidnaviria
Simian adenovirus 3	vertebrates	Varidnaviria
Simian adenovirus 49	vertebrates	Varidnaviria
Simian adenovirus 8	vertebrates	Varidnaviria
Simian adenovirus DM-2014	vertebrates	Varidnaviria
Simian mastadenovirus WIV19	vertebrates	Varidnaviria
Singapore grouper iridovirus	vertebrates	Varidnaviria
Skua adenovirus 1	vertebrates	Varidnaviria
Skunk adenovirus PB1	vertebrates	Varidnaviria
Skunkpox virus	vertebrates	Varidnaviria
Snake adenovirus 1	vertebrates	Varidnaviria
Spodoptera frugiperda ascovirus 1a	invertebrates	Varidnaviria
Sputnik virophage	protozoa	Varidnaviria
Squirrel fibroma virus	vertebrates	Varidnaviria
Squirrelpox virus Berlin_2015	vertebrates	Varidnaviria
Streptomyces phage Forthebois	bacteria	Varidnaviria
Streptomyces phage WheeHeim	bacteria	Varidnaviria
Sulfolobus turreted icosahedral virus 1	archaea	Varidnaviria
Sulfolobus turreted icosahedral virus 2	archaea	Varidnaviria
Swinepox virus	vertebrates	Varidnaviria
Tanapox virus	human	Varidnaviria
Yaba-like disease virus	human	Varidnaviria
Taterapox virus	vertebrates	Varidnaviria
Thermus phage P23-77	bacteria	Varidnaviria
Thermus virus IN93	bacteria	Varidnaviria
Tree shrew adenovirus 1	vertebrates	Varidnaviria
Trichoplusia ni ascovirus 2c	invertebrates	Varidnaviria
Tunisvirus fontaine2	protozoa	Varidnaviria
Turkey adenovirus 1	vertebrates	Varidnaviria
Turkey adenovirus 3	vertebrates	Varidnaviria
Turkey aviadenovirus 4	vertebrates	Varidnaviria
Turkey aviadenovirus 5	vertebrates	Varidnaviria
Turkeypox virus	vertebrates	Varidnaviria
Vaccinia virus	human:vertebrates	Varidnaviria
Variola virus	human	Varidnaviria
Vibrio phage 1.008.O._10N.286.54.E5	bacteria	Varidnaviria
Vibrio phage 1.020.O._10N.222.48.A2	bacteria	Varidnaviria
Vibrio phage 1.044.O._10N.261.51.B8	bacteria	Varidnaviria
Vibrio phage 1.080.O._10N.286.48.A4	bacteria	Varidnaviria
Vibrio phage 1.249.A._10N.261.55.B9	bacteria	Varidnaviria
Volepox virus	vertebrates	Varidnaviria
Western grey kangaroopox virus	vertebrates	Varidnaviria
Wiseana iridescent virus	invertebrates	Varidnaviria
Yaba monkey tumor virus	vertebrates	Varidnaviria
Zamilon virus	protozoa	Varidnaviria
bat adenovirus 3	vertebrates	Varidnaviria
falcon adenovirus 1	vertebrates	Varidnaviria
red squirrel adenovirus 1	vertebrates	Varidnaviria
unidentified entomopoxvirus	invertebrates	Varidnaviria
unclassified archaeal viruses	NA	NA
Aeropyrum globular virus 1	archaea	unclassified archaeal viruses
Aeropyrum pernix spindle-shaped virus 1	archaea	unclassified archaeal viruses
Hyperthermophilic Archaeal Virus 2		unclassified archaeal viruses
Metallosphaera turreted icosahedral virus	archaea	unclassified archaeal viruses
Thermococcus prieurii virus 1	archaea	unclassified archaeal viruses
unclassified bacterial viruses	NA	NA
Mycoplasma phage phiMFV1	bacteria	unclassified bacterial viruses
Acheta domesticus volvovirus	invertebrates	unclassified viruses
Aedes alboannulatus toti-like virus 1	invertebrates	unclassified viruses
Aedes camptorhynchus negev-like virus	invertebrates	unclassified viruses
Aedes camptorhynchus reo-like virus	invertebrates	unclassified viruses
Aedes camptorhynchus toti-like virus 1	invertebrates	unclassified viruses
Alternaria brassicicola fusarivirus 1	fungi	unclassified viruses
Aphis glycines virus 2	invertebrates	unclassified viruses
Apis mellifera filamentous virus	invertebrates	unclassified viruses
Arctopus echinatus-associated virus	land plants	unclassified viruses
Arhar cryptic virus-I	land plants	unclassified viruses
Basavirus sp.	vertebrates	unclassified viruses
Bat badicivirus 1	vertebrates	unclassified viruses
Bat badicivirus 2	vertebrates	unclassified viruses
Big Cypress virus	invertebrates:vertebrates	unclassified viruses
Black grass cryptic virus 2	land plants	unclassified viruses
Bovine faeces associated circular DNA molecule 1	vertebrates	unclassified viruses
Bovine faeces associated circular DNA virus 1	vertebrates	unclassified viruses
Bovine faeces associated circular DNA virus 2	vertebrates	unclassified viruses
Bovine serum-associated circular virus	vertebrates	unclassified viruses
Bradson virus	invertebrates	unclassified viruses
Bromus-associated circular DNA virus 1	land plants	unclassified viruses
Bromus-associated circular DNA virus 2	land plants	unclassified viruses
Bromus-associated circular DNA virus 4	land plants	unclassified viruses
Burke-Gilman virus	invertebrates	unclassified viruses
Cellulophaga phage phi48:2	bacteria	unclassified viruses
Chaetoceros tenuissimus DNA virus type-II	eukaryotic algae	unclassified viruses
Chamois faeces associated circular DNA virus 1	vertebrates	unclassified viruses
Chicken stool associated circular virus 1	vertebrates	unclassified viruses
Chicken stool associated circular virus 2	vertebrates	unclassified viruses
Chicken stool-associated circular virus	vertebrates	unclassified viruses
Chimpanzee faeces associated circular DNA molecule 1	vertebrates	unclassified viruses
Circo-like virus-Brazil hs1	human	unclassified viruses
Circular ssDNA virus sp.	human:vertebrates	unclassified viruses
Citrus yellow vein-associated virus	land plants	unclassified viruses
Cordoba virus	invertebrates	unclassified viruses
Corey virus	invertebrates	unclassified viruses
Cragig virus 1	invertebrates	unclassified viruses
Culex negev-like virus 1	invertebrates	unclassified viruses
Culex negev-like virus 2	invertebrates	unclassified viruses
Culex negev-like virus 3	invertebrates:vertebrates	unclassified viruses
Cyanoramphus nest associated circular K DNA virus	vertebrates	unclassified viruses
Cyanoramphus nest associated circular X DNA virus	vertebrates	unclassified viruses
Cybaeus spider associated circular virus 1	invertebrates	unclassified viruses
Daeseongdong virus 1	invertebrates	unclassified viruses
Daeseongdong virus 2	invertebrates	unclassified viruses
Deer faeces associated circular DNA virus 1	vertebrates	unclassified viruses
Diabrotica virgifera virgifera virus 2	invertebrates	unclassified viruses
Diabrotica virgifera virgifera virus 3	invertebrates	unclassified viruses
Diaphorina citri flavi-like virus	invertebrates	unclassified viruses
Dragonfly circularisvirus	invertebrates	unclassified viruses
Dragonfly cyclicusvirus	invertebrates	unclassified viruses
Dragonfly larvae associated circular virus-1	invertebrates	unclassified viruses
Dragonfly larvae associated circular virus-10	invertebrates	unclassified viruses
Dragonfly larvae associated circular virus-2	invertebrates	unclassified viruses
Dragonfly larvae associated circular virus-3	invertebrates	unclassified viruses
Dragonfly larvae associated circular virus-4	invertebrates	unclassified viruses
Dragonfly larvae associated circular virus-5	invertebrates	unclassified viruses
Dragonfly larvae associated circular virus-6	invertebrates	unclassified viruses
Dragonfly larvae associated circular virus-7	invertebrates	unclassified viruses
Dragonfly larvae associated circular virus-8	invertebrates	unclassified viruses
Dragonfly larvae associated circular virus-9	invertebrates	unclassified viruses
Dragonfly orbiculatusvirus	invertebrates	unclassified viruses
Dragonfly-associated microphage 1	invertebrates	unclassified viruses
Duck faeces associated circular DNA virus 1	vertebrates	unclassified viruses
Duck faeces associated circular DNA virus 2	vertebrates	unclassified viruses
Duck faeces associated circular DNA virus 3	vertebrates	unclassified viruses
Elicom virus 1	invertebrates	unclassified viruses
False black widow spider associated circular virus 1	invertebrates	unclassified viruses
Fire ant associated circular virus 1	invertebrates	unclassified viruses
Fly associated circular virus 5	invertebrates	unclassified viruses
Fly associated circular virus 6	invertebrates	unclassified viruses
Fly associated circular virus 7	invertebrates	unclassified viruses
Fort Crockett virus	invertebrates	unclassified viruses
Fusarium graminearum alternavirus 1	fungi	unclassified viruses
Fusarium poae alternavirus 1	fungi	unclassified viruses
Gastropod associated circular ssDNA virus	invertebrates	unclassified viruses
Giant house spider associated circular virus 2	invertebrates	unclassified viruses
Giant house spider associated circular virus 3	invertebrates	unclassified viruses
Giant house spider associated circular virus 4	invertebrates	unclassified viruses
Golden silk orbweaver associated circular virus 1	invertebrates	unclassified viruses
Gopherus associated circular DNA virus 1	vertebrates	unclassified viruses
Halhan virus 2	invertebrates	unclassified viruses
Halhan virus 3	invertebrates	unclassified viruses
Haloferax tailed virus 1	archaea	unclassified viruses
Halovirus HCTV-1	archaea	unclassified viruses
Halovirus HCTV-2	archaea	unclassified viruses
Halovirus HCTV-5	archaea	unclassified viruses
Halovirus HHTV-1	archaea	unclassified viruses
Halovirus HHTV-2	archaea	unclassified viruses
Halovirus HRTV-4	archaea	unclassified viruses
Halovirus HSTV-1	archaea	unclassified viruses
Halovirus HVTV-1	archaea	unclassified viruses
Halovirus VNH-1	archaea	unclassified viruses
Holcus lanatus-associated virus	land plants	unclassified viruses
Hudisavirus sp.	human	unclassified viruses
Human DNA virus	human	unclassified viruses
Human feces pecovirus	human	unclassified viruses
Hydrogenobaculum phage 1	bacteria	unclassified viruses
Hyperthermophilic Archaeal Virus 1	archaea	unclassified viruses
Japanese eel endothelial cells-infecting virus	vertebrates	unclassified viruses
Kaumoebavirus	protozoa	unclassified viruses
Lake Sarah-associated circular molecule 1	invertebrates	unclassified viruses
Lake Sarah-associated circular molecule 10	invertebrates	unclassified viruses
Lake Sarah-associated circular molecule 11	invertebrates	unclassified viruses
Lake Sarah-associated circular molecule 12	invertebrates	unclassified viruses
Lake Sarah-associated circular molecule 2	invertebrates	unclassified viruses
Lake Sarah-associated circular molecule 3	invertebrates	unclassified viruses
Lake Sarah-associated circular molecule 5	invertebrates	unclassified viruses
Lake Sarah-associated circular molecule 6	invertebrates	unclassified viruses
Lake Sarah-associated circular molecule 8	invertebrates	unclassified viruses
Lake Sarah-associated circular molecule 9	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-1	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-11	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-12	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-13	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-14	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-15	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-16	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-17	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-18	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-19	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-2	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-20	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-21	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-22	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-23	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-24	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-25	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-26	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-28	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-29	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-3	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-30	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-31	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-32	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-33	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-34	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-35	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-36	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-37	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-38	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-39	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-4	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-40	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-41	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-42	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-43	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-44	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-45	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-46	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-47	invertebrates	unclassified viruses
Lake Sarah-associated circular virus-48	invertebrates	unclassified viruses
