virus	type	shape
Wiseana signata nucleopolyhedrovirus	DNA	linear
Clostera anastomosis granulovirus B	DNA	circular
Harrisina brillians granulovirus	DNA	linear
Choclo virus	RNA	linear
Choclo virus	RNA	linear
Trichoplusia ni granulovirus LBIV-12	DNA	circular
Cacao swollen shoot CD virus	DNA	circular
Cacao swollen shoot Togo A virus	RNA	linear
Canna yellow mottle virus	DNA	circular
Dioscorea bacilliform AL virus	DNA	circular
Sugarcane bacilliform Guadeloupe A virus	DNA	circular
Dabieshan virus	RNA	linear
Dabieshan virus	RNA	linear
Bat associated circovirus 1	DNA	circular
Rhinolophus ferrumequinum circovirus 1	DNA	circular
Bat associated circovirus 5	DNA	circular
Bat associated circovirus 6	DNA	circular
Bat associated circovirus 7	DNA	circular
Bat associated circovirus 8	DNA	circular
Chimpanzee stool avian-like circovirus Chimp17	DNA	circular
Human stool-associated circular virus NG13	DNA	circular
Bat associated cyclovirus 6	DNA	circular
Bat associated cyclovirus 7	DNA	circular
Bat associated cyclovirus 8	DNA	circular
Bat associated cyclovirus 9	DNA	circular
Bat associated cyclovirus 11	DNA	circular
Bat associated cyclovirus 13	DNA	circular
Pacific flying fox associated cyclovirus-1	DNA	circular
Pacific flying fox associated cyclovirus-2	DNA	circular
Pacific flying fox associated cyclovirus-3	DNA	circular
Cyclovirus PKbeef23/PAK/2009	DNA	circular
Cyclovirus NGchicken8/NGA/2009	DNA	circular
Cyclovirus Chimp11	DNA	circular
Dragonfly associated cyclovirus 6	DNA	circular
Dragonfly associated cyclovirus 7	DNA	circular
Dragonfly associated cyclovirus 8	DNA	circular
Cyclovirus Equ1	DNA	circular
Cyclovirus PK5510	DNA	circular
Cyclovirus PK5222	DNA	circular
Cyclovirus TN25	DNA	circular
Cyclovirus PK5034	DNA	circular
Cyclovirus NG12	DNA	circular
Cyclovirus NG14	DNA	circular
Cyclovirus SL-108277	DNA	circular
Carnation necrotic fleck virus	RNA	linear
Mint vein banding-associated virus	RNA	linear
Cordyline virus 1	RNA	linear
El Moro Canyon orthohantavirus	RNA	linear
El Moro Canyon orthohantavirus	RNA	linear
Theiler's disease-associated virus	RNA	linear
Pegivirus F	RNA	linear
Pegivirus G	RNA	linear
Human hepegivirus	RNA	linear
Pegivirus I	RNA	linear
Abutilon golden mosaic Yucatan virus	DNA	circular
Boerhavia yellow spot virus	DNA	circular
Chenopodium leaf curl virus	DNA	circular
Chilli leaf curl Kanpur virus [India/Kanpur/2008]	DNA	circular
Chilli leaf curl Vellanad virus [India/Vellanad/2008]	DNA	circular
Chino del tomate Amazonas virus	DNA	linear
Cotton leaf curl Gezira virus-[Cotton]	DNA	circular
Cowpea golden mosaic virus-[Nigeria]	DNA	circular
Hantavirus Fusong-Mf-682	RNA	linear
Hantavirus Fusong-Mf-682	RNA	linear
Hedyotis uncinella yellow mosaic virus	DNA	circular
Jatropha mosaic India virus-[Lucknow]	DNA	circular
Leonurus mosaic virus	DNA	circular
Malvastrum yellow mosaic Helshire virus	DNA	circular
Pouzolzia mosaic Guangdong virus	DNA	circular
Premna leaf curl virus	DNA	circular
Sauropus leaf curl virus	DNA	circular
Sida ciliaris golden mosaic virus	DNA	circular
Sida common mosaic virus	DNA	circular
Sida golden mosaic Braco virus-[Jamaica:Liguanea:2008]	DNA	circular
Sida golden mosaic Lara virus	DNA	circular
Sida golden yellow vein virus-[A11]	DNA	circular
Sida yellow leaf curl virus	DNA	circular
Sidastrum golden leaf spot virus	DNA	linear
Soybean blistering mosaic virus	DNA	circular
Sweet potato leaf curl China virus	DNA	circular
Sweet potato leaf curl Sichuan virus 1	DNA	circular
Sweet potato mosaic virus - [Brazil:Brasilia1:2007]	DNA	circular
Tomato bright yellow mosaic virus	DNA	circular
Tomato bright yellow mottle virus	DNA	circular
Tomato interveinal chlorosis virus	DNA	circular
Tomato leaf curl New Delhi virus 2	DNA	circular
Tomato leaf curl New Delhi virus 4	DNA	circular
Tomato leaf curl Rajasthan virus - [India:Rajasthan:2005]	DNA	circular
Tomato leaf curl Uganda virus - [Iganga]	DNA	circular
Tomato leaf distortion virus	DNA	circular
Vigna yellow mosaic virus	DNA	circular
West African Asystasia virus 2	DNA	circular
Plantago lanceolata latent virus	DNA	circular
Chickpea yellows virus	DNA	circular
Hypericum japonicum associated circular DNA virus	DNA	circular
Miniopterus associated gemycircularvirus 1	DNA	circular
Mosquito VEM virus SDBVL G	DNA	circular
Odonata associated gemycircularvirus 1	DNA	circular
Odonata associated gemycircularvirus 2	DNA	circular
Pacific flying fox faeces associated gemycircularvirus-10	DNA	circular
Pacific flying fox faeces associated gemycircularvirus-2	DNA	circular
Pteropus associated gemycircularvirus 3	DNA	circular
Pteropus associated gemycircularvirus 4	DNA	circular
Pteropus associated gemycircularvirus 5	DNA	circular
Pteropus associated gemycircularvirus 6	DNA	circular
Pteropus associated gemycircularvirus 7	DNA	circular
Pteropus associated gemycircularvirus 8	DNA	circular
Pteropus associated gemycircularvirus 9	DNA	circular
Pteropus associated gemycircularvirus 10	DNA	circular
Sewage-associated gemycircularvirus-7b	DNA	circular
Pacific flying fox faeces associated gemycircularvirus-1	DNA	circular
Gemycircularvirus C1c	DNA	linear
Human gemycircularvirus GeTz1	DNA	linear
Pacific flying fox faeces associated gemycircularvirus-12	DNA	circular
Rhinolophus associated gemykibivirus 1	DNA	circular
Rhinolophus associated gemykibivirus 2	DNA	circular
Pacific flying fox faeces associated gemycircularvirus-6	DNA	circular
Pacific flying fox faeces associated gemycircularvirus-7	DNA	circular
Pomona bat hepatitis B virus	DNA	circular
Laguna Negra orthohantavirus	RNA	linear
Laguna Negra orthohantavirus	RNA	linear
Groundnut rosette assistor virus	RNA	linear
Sweet potato leaf speckling virus	RNA	linear
Trichoplusia ni TED virus	DNA	linear
Ovis aries papillomavirus 3	DNA	circular
Eptesicus serotinus papillomavirus 2	DNA	circular
Eptesicus serotinus papillomavirus 1	DNA	circular
Miniopterus schreibersii papillomavirus 1	DNA	linear
Felis domesticus papillomavirus 2	DNA	circular
Eidolon helvum papillomavirus 1	DNA	linear
Human papillomavirus type 161	DNA	circular
Human papillomavirus 172	DNA	circular
Human papillomavirus 175	DNA	circular
Human papillomavirus 204	DNA	circular
Trichechus manatus latirostris papillomavirus 3	DNA	circular
Rhinolophus ferrumequinum papillomavirus 1	DNA	circular
Eothenomys miletus hantavirus LX309	RNA	linear
Eothenomys miletus hantavirus LX309	RNA	linear
Eothenomys miletus hantavirus LX309	RNA	linear
Vulpes vulpes papillomavirus 1	DNA	circular
Sea star-associated densovirus	DNA	linear
Gray fox amdovirus	DNA	linear
Turkey parvovirus 260	DNA	linear
California sea lion bocavirus 1	DNA	linear
California sea lion bocavirus 3	DNA	linear
Bocavirus pig/SX/China/2010	DNA	linear
Porcine bocavirus H18	DNA	linear
California sea lion adeno-associated virus 1	DNA	linear
Simian parvovirus	DNA	linear
Rhesus macaque parvovirus	DNA	linear
Pig-tailed macaque parvovirus	DNA	linear
Chipmunk parvovirus	DNA	linear
Primate protoparvovirus 1	DNA	linear
Rat parvovirus 1	DNA	linear
Ovine hokovirus	DNA	linear
Paramecium bursaria Chlorella virus IL3A	DNA	linear
Bat polyomavirus 5b	DNA	circular
Artibeus planirostris polyomavirus 2	DNA	circular
Artibeus planirostris polyomavirus 3	DNA	circular
Sturnira lilium polyomavirus 1	DNA	circular
Artibeus planirostris polyomavirus 1	DNA	circular
Broad-leafed dock virus A	RNA	linear
Yam chlorotic necrotic mosaic virus	RNA	linear
Gloriosa stripe mosaic virus	RNA	linear
Sweet potato mild speckling virus	RNA	linear
Corriparta virus	RNA	linear
Corriparta virus	RNA	linear
Corriparta virus	RNA	linear
Corriparta virus	RNA	linear
Corriparta virus	RNA	linear
Corriparta virus	RNA	linear
Corriparta virus	RNA	linear
Corriparta virus	RNA	linear
Corriparta virus	RNA	linear
Corriparta virus	RNA	linear
Warrego virus	RNA	linear
Warrego virus	RNA	linear
Warrego virus	RNA	linear
Warrego virus	RNA	linear
Warrego virus	RNA	linear
Warrego virus	RNA	linear
Warrego virus	RNA	linear
Warrego virus	RNA	linear
Warrego virus	RNA	linear
Warrego virus	RNA	linear
Green River chinook virus	RNA	linear
Green River chinook virus	RNA	linear
Green River chinook virus	RNA	linear
Green River chinook virus	RNA	linear
Green River chinook virus	RNA	linear
Green River chinook virus	RNA	linear
Green River chinook virus	RNA	linear
Green River chinook virus	RNA	linear
Green River chinook virus	RNA	linear
Green River chinook virus	RNA	linear
Scophthalmus maximus reovirus	RNA	linear
Scophthalmus maximus reovirus	RNA	linear
Scophthalmus maximus reovirus	RNA	linear
Scophthalmus maximus reovirus	RNA	linear
Scophthalmus maximus reovirus	RNA	linear
Scophthalmus maximus reovirus	RNA	linear
Scophthalmus maximus reovirus	RNA	linear
Scophthalmus maximus reovirus	RNA	linear
Scophthalmus maximus reovirus	RNA	linear
Scophthalmus maximus reovirus	RNA	linear
Scophthalmus maximus reovirus	RNA	linear
Choristoneura occidentalis cypovirus 16	RNA	linear
Choristoneura occidentalis cypovirus 16	RNA	linear
Choristoneura occidentalis cypovirus 16	RNA	linear
Choristoneura occidentalis cypovirus 16	RNA	linear
Choristoneura occidentalis cypovirus 16	RNA	linear
Choristoneura occidentalis cypovirus 16	RNA	linear
Choristoneura occidentalis cypovirus 16	RNA	linear
Choristoneura occidentalis cypovirus 16	RNA	linear
Oat sterile dwarf virus	RNA	linear
Oat sterile dwarf virus	RNA	linear
Oat sterile dwarf virus	RNA	linear
Oat sterile dwarf virus	RNA	linear
Cryphonectria parasitica mycoreovirus 2 (C18)	RNA	linear
Pulau reovirus	RNA	linear
Pulau reovirus	RNA	linear
Pulau reovirus	RNA	linear
Pulau reovirus	RNA	linear
Pulau reovirus	RNA	linear
Pulau reovirus	RNA	linear
Pulau reovirus	RNA	linear
Pulau reovirus	RNA	linear
Pulau reovirus	RNA	linear
Pulau reovirus	RNA	linear
Harvey murine sarcoma virus	RNA	linear
Puma lentivirus 14	DNA	linear
Cabassou virus	RNA	linear
Everglades virus	RNA	linear
Mucambo virus	RNA	linear
Pixuna virus	RNA	linear
Rio Negro virus	RNA	linear
Tonate virus	RNA	linear
Chili leaf curl Sri Lanka betasatellite	DNA	circular
Eupatorium yellow vein mosaic betasatellite	DNA	circular
Okra leaf curl Oman betasatellite	DNA	circular
Papaya leaf curl China betasatellite [China:Hainan:2014]	DNA	linear
Rhynchosia yellow mosaic betasatellite	DNA	circular
Siegesbeckia yellow vein betasatellite	DNA	circular
Tobacco leaf curl Patna betasatellite	DNA	circular
Tomato leaf curl Bangalore betasatellite	DNA	linear
Tomato leaf curl Laguna betasatellite	DNA	circular
Tomato leaf curl Malaysia betasatellite	DNA	circular
Tomato yellow leaf curl Rajasthan betasatellite	DNA	linear
Tomato yellow leaf curl Shandong betasatellite	DNA	linear
Tomato yellow leaf curl Yunnan betasatellite	DNA	circular
Havel River virus	RNA	linear
Limonium flower distortion virus	RNA	linear
Petunia asteroid mosaic virus	RNA	linear
Sitke waterborne virus	RNA	linear
Rockport virus	RNA	linear
Rockport virus	RNA	linear
Rockport virus	RNA	linear
Scheffersomyces segobiensis virus L	RNA	linear
Tuber aestivum virus 1	RNA	linear
Xanthophyllomyces dendrorhous virus L1B	RNA	linear
Trichomonas vaginalis virus 4	RNA	linear
Satellite tobacco necrosis virus 2	RNA	linear
Heterocapsa circularisquama DNA virus 01	DNA	linear
Tobacco latent virus	RNA	linear
Yakeshi virus	RNA	linear
Yakeshi virus	RNA	linear
Hazara virus	RNA	linear
Hazara virus	RNA	linear
Hazara virus	RNA	linear
Herbert virus strain F23/CI/2004	RNA	linear
Herbert virus strain F23/CI/2004	RNA	linear
Herbert virus strain F23/CI/2004	RNA	linear
Alajuela virus	RNA	linear
Alajuela virus	RNA	linear
Alajuela virus	RNA	linear
Lukuni virus	RNA	linear
Lukuni virus	RNA	linear
Lukuni virus	RNA	linear
Anopheles B virus	RNA	linear
Batama virus	RNA	linear
Bimiti virus	RNA	linear
Bimiti virus	RNA	linear
Bimiti virus	RNA	linear
Catu virus	RNA	linear
Catu virus	RNA	linear
Catu virus	RNA	linear
Gamboa virus	RNA	linear
Gamboa virus	RNA	linear
Gamboa virus	RNA	linear
Guajara orthobunyavirus	RNA	linear
Guajara orthobunyavirus	RNA	linear
Guajara orthobunyavirus	RNA	linear
Guama virus	RNA	linear
Guama virus	RNA	linear
Guama virus	RNA	linear
Kairi virus	RNA	linear
Kairi virus	RNA	linear
Kairi virus	RNA	linear
Koongol virus	RNA	linear
Koongol virus	RNA	linear
Koongol virus	RNA	linear
Andean potato mottle virus	RNA	linear
Nome phantom orthophasmavirus	RNA	linear
Nome phantom orthophasmavirus	RNA	linear
Nome phantom orthophasmavirus	RNA	linear
Iranian wheat stripe tenuivirus	RNA	linear
Iranian wheat stripe tenuivirus	RNA	linear
Iranian wheat stripe tenuivirus	RNA	linear
Coffee ringspot virus	RNA	linear
Coffee ringspot virus	RNA	linear
Urochloa hoja blanca tenuivirus	RNA	linear
Urochloa hoja blanca tenuivirus	RNA	linear
Cucurbit mild mosaic virus	RNA	linear
Cucurbit mild mosaic virus	RNA	linear
Aeonium ringspot virus	RNA	linear
Aeonium ringspot virus	RNA	linear
Blueberry latent spherical virus	RNA	linear
Blueberry latent spherical virus	RNA	linear
Melon mild mottle virus	RNA	linear
Melon mild mottle virus	RNA	linear
Mulberry mosaic leaf roll associated virus	RNA	linear
Mulberry mosaic leaf roll associated virus	RNA	linear
Actinidia chlorotic ringspot-associated virus	RNA	linear
Actinidia chlorotic ringspot-associated virus	RNA	linear
Actinidia chlorotic ringspot-associated virus	RNA	linear
Actinidia chlorotic ringspot-associated virus	RNA	linear
Actinidia chlorotic ringspot-associated virus	RNA	linear
Rice stripe necrosis virus	RNA	linear
Rice stripe necrosis virus	RNA	linear
Lilac ring mottle virus	RNA	linear
Lilac ring mottle virus	RNA	linear
Verticillium dahliae chrysovirus 1	RNA	linear
Verticillium dahliae chrysovirus 1	RNA	linear
Verticillium dahliae chrysovirus 1	RNA	linear
Verticillium dahliae chrysovirus 1	RNA	linear
Diodia vein chlorosis virus	RNA	linear
Diodia vein chlorosis virus	RNA	linear
Tetterwort vein chlorosis virus	RNA	linear
Tetterwort vein chlorosis virus	RNA	linear
Cabbage leaf curl Jamaica virus	DNA	circular
Cabbage leaf curl Jamaica virus	DNA	circular
Cotton chlorotic spot virus	DNA	circular
Cotton chlorotic spot virus	DNA	circular
Jacquemontia mosaic Yucatan virus	DNA	circular
Jacquemontia mosaic Yucatan virus	DNA	circular
Malvastrum yellow mosaic Jamaica virus	DNA	circular
Malvastrum yellow mosaic Jamaica virus	DNA	circular
Rhynchosia golden mosaic Havana virus-[Cuba:Havana:28:2007]	DNA	circular
Rhynchosia golden mosaic Havana virus-[Cuba:Havana:28:2007]	DNA	circular
Rhynchosia golden mosaic Sinaloa virus	DNA	circular
Rhynchosia golden mosaic Sinaloa virus	DNA	circular
Rhynchosia rugose golden mosaic virus-[Cuba:Camaguey:171:2009]	DNA	circular
Rhynchosia rugose golden mosaic virus-[Cuba:Camaguey:171:2009]	DNA	circular
Tomato golden vein virus	DNA	circular
Tomato golden vein virus	DNA	circular
Cardamom bushy dwarf virus	DNA	circular
Cardamom bushy dwarf virus	DNA	circular
Cardamom bushy dwarf virus	DNA	circular
Cardamom bushy dwarf virus	DNA	circular
Cardamom bushy dwarf virus	DNA	circular
Cardamom bushy dwarf virus	DNA	circular
Cardamom bushy dwarf virus	DNA	circular
Cardamom bushy dwarf virus	DNA	circular
Cardamom bushy dwarf virus	DNA	circular
Carrot cryptic virus	RNA	linear
Carrot cryptic virus	RNA	linear
Flammulina velutipes browning virus	RNA	linear
Flammulina velutipes browning virus	RNA	linear
Crimson clover cryptic virus 2	RNA	linear
Crimson clover cryptic virus 2	RNA	linear
Beet cryptic virus 2	RNA	linear
Beet cryptic virus 2	RNA	linear
Beet cryptic virus 2	RNA	linear
Citrus leprosis virus C2	RNA	linear
Citrus leprosis virus C2	RNA	linear
Redbud yellow ringspot-associated emaravirus	RNA	linear
Redbud yellow ringspot-associated emaravirus	RNA	linear
Redbud yellow ringspot-associated emaravirus	RNA	linear
Redbud yellow ringspot-associated emaravirus	RNA	linear
Redbud yellow ringspot-associated emaravirus	RNA	linear
Mosso das Pedras virus	RNA	linear
Finkel-Biskis-Jinkins murine sarcoma virus	DNA	linear
Panine gammaherpesvirus 1	DNA	linear
Pongine gammaherpesvirus 2	DNA	linear
Transmissible gastroenteritis virus	RNA	linear
Artichoke yellow ringspot virus	RNA	linear
Olive latent ringspot virus	RNA	linear
Garlic mite-borne filamentous virus	RNA	linear
Carnation latent virus	RNA	linear
Belladonna mottle virus	RNA	linear
Cacao yellow mosaic virus	RNA	linear
Lacanobia oleracea granulovirus	DNA	linear
Tellina virus 1	RNA	linear
Tellina virus 1	RNA	linear
Aspergillus fumigatus chrysovirus	RNA	linear
Aspergillus fumigatus chrysovirus	RNA	linear
Aspergillus fumigatus chrysovirus	RNA	linear
Aspergillus fumigatus chrysovirus	RNA	linear
Chilli leaf curl India virus	DNA	circular
Clerodendrum golden mosaic Jiangsu virus	DNA	circular
East African cassava mosaic Malawi virus-Malawi[K]	DNA	linear
Human rhinovirus NAT001	RNA	linear
Eupatorium yellow vein virus-[SOJ3]	DNA	circular
Rosavirus M-7	RNA	linear
Euphorbia leaf curl Guangxi virus	DNA	circular
Parvovirus YX-2010/CHN	DNA	linear
Hollyhock leaf curl virus	DNA	circular
Rhynchosia yellow mosaic virus	DNA	circular
Rhynchosia yellow mosaic virus	DNA	circular
Sida Brazil virus	DNA	circular
Tobacco leaf curl Comoros virus	DNA	linear
human papillomavirus 30	DNA	linear
Tobacco leaf rugose virus	DNA	linear
Tobacco leaf curl betasatellite-[Pakistan:Multan:Pedilanthus:2004]	DNA	circular
Tobacco mottle leaf curl virus	DNA	linear
Tomato leaf curl Anjouan virus	DNA	linear
Bovine parvovirus 1	DNA	linear
Tomato leaf curl Diana virus	DNA	linear
Tomato leaf curl Moheli virus	DNA	linear
Tomato leaf curl Namakely virus	DNA	linear
Okra yellow crinkle Cameroon alphasatellite [CM:Lys1sp3:09]	DNA	linear
Tomato leaf curl Toliara virus	DNA	linear
Tomato leaf curl Cameroon alphasatellite [CM:OMHD3:Ok:09]	DNA	circular
Tomato leaf curl Cameroon alphasatellite [CM:TOS2D1:To:09]	DNA	circular
Faba bean yellow leaf virus	DNA	linear
Faba bean yellow leaf virus	DNA	linear
Faba bean yellow leaf virus	DNA	linear
Faba bean yellow leaf virus	DNA	linear
Faba bean yellow leaf virus	DNA	linear
Faba bean yellow leaf virus	DNA	linear
Faba bean yellow leaf virus	DNA	linear
Faba bean yellow leaf virus	DNA	linear
Classical swine fever virus - Alfort/187	RNA	linear
Ageratum yellow vein Hualian virus-[Taiwan:Hualian4:2000]	DNA	linear
Human papillomavirus 184	DNA	circular
Chondrostereum purpureum cryptic virus 1	RNA	linear
Chondrostereum purpureum cryptic virus 1	RNA	linear
Ophiostoma partitivirus 1	RNA	linear
Ophiostoma partitivirus 1	RNA	linear
Rabbit picobirnavirus	RNA	linear
Tomato mild mottle virus	RNA	linear
Avian sarcoma virus CT10	RNA	linear
Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)	DNA	linear
Mirabilis leaf curl betasatellite	DNA	circular
Tomato leaf curl Laos betasatellite	DNA	circular
Tomato leaf curl Nepal betasatellite	DNA	circular
Neckar River virus	RNA	linear
Aspergillus foetidus slow virus 1	RNA	linear
Beauveria bassiana victorivirus 1	RNA	linear
Epichloe festucae virus 1	RNA	linear
Echinochloa hoja blanca tenuivirus	RNA	linear
Echinochloa hoja blanca tenuivirus	RNA	linear
Echinochloa hoja blanca tenuivirus	RNA	linear
Gorilline gammaherpesvirus 1	DNA	linear
Prospect Hill orthohantavirus	RNA	linear
Prospect Hill orthohantavirus	RNA	linear
Prospect Hill orthohantavirus	RNA	linear
Main Drain virus	RNA	linear
Main Drain virus	RNA	linear
Main Drain virus	RNA	linear
Wound tumor virus	RNA	linear
Wound tumor virus	RNA	linear
Wound tumor virus	RNA	linear
Wound tumor virus	RNA	linear
